V1 V2 V3 V4 V5 V6 V7 V8 V9 V10
1 0.00584253948181868 0.33491238951683 -0.00207838788628578 0.541461408138275 0.055437196046114 0.503906071186066 0.106203272938728 0.382107675075531 -0.207612052559853 0.0217950344085693
2 0.00965612102299929 -0.944572031497955 0.156687363982201 2.59850072860718 0.751885771751404 1.46168053150177 -1.54219472408295 0.139516472816467 0.89934241771698 0.393007278442383
3 0.00871994439512491 -2.98294830322266 -1.47587919235229 -0.171935603022575 -0.0103599019348621 1.36169385910034 -0.114341072738171 1.46130359172821 -1.27793502807617 -0.00225639343261719
4 0.00580652384087443 0.625489056110382 0.0924834012985229 -0.158429726958275 0.171190604567528 0.550643444061279 -0.184455141425133 -0.0292888581752777 0.0821970403194427 0.1900475025177
5 0.00529278395697474 0.751357555389404 -0.23088575899601 -0.482504218816757 0.00181520450860262 0.437215805053711 -0.150047078728676 0.0903259888291359 0.415431469678879 -0.082345724105835
6 0.00595827633515 -1.31509387493134 1.65117645263672 -2.03966379165649 -2.140380859375 -2.20292329788208 2.03528332710266 1.34695148468018 0.659374177455902 -0.934921503067017
7 0.00552548049017787 0.672576487064362 0.0453812554478645 -0.330252110958099 0.0902702510356903 0.476003766059875 -0.520084619522095 0.254604995250702 0.228619277477264 -0.14333963394165
8 0.00769162178039551 -0.178682297468185 1.37586390972137 1.55349838733673 0.0265023708343506 -0.969973504543304 -0.396333396434784 -1.5798442363739 1.50384509563446 2.28747940063477
9 0.0055234064348042 0.809619784355164 -0.0892153233289719 -0.520436763763428 0.0432933792471886 0.485141783952713 -0.139380767941475 0.118418745696545 0.330659627914429 0.114217758178711
10 0.00547569012269378 0.810625493526459 -0.0115457568317652 -0.410090357065201 -0.155571326613426 0.458405375480652 0.0392260923981667 0.105266869068146 0.297646045684814 0.160463571548462
11 0.00542468065395951 0.727884709835052 -0.247907295823097 -0.321813315153122 -0.191603168845177 0.330460011959076 -0.0437069833278656 -0.0671871453523636 0.184985980391502 0.237498044967651
12 0.00609736796468496 0.328833311796188 1.40468573570251 0.420257121324539 -0.127072528004646 -0.355942070484161 0.558616280555725 -0.503527641296387 0.307328104972839 -1.34155368804932
13 0.00748574826866388 -0.0811430737376213 0.280508458614349 -0.364401876926422 -0.217019304633141 -0.412098467350006 0.88726544380188 -0.11963626742363 -0.680769979953766 0.938798904418945
14 0.00710404105484486 0.219461366534233 0.247331187129021 0.735319674015045 1.72154748439789 -1.23069703578949 0.322101145982742 -1.86250221729279 -0.454779326915741 0.280704975128174
15 0.00527539476752281 0.930846333503723 -0.142948105931282 -0.365875393152237 0.152045384049416 0.438538461923599 -0.123460032045841 0.423130124807358 0.338306933641434 -0.0839879512786865
16 0.00572687992826104 0.838922560214996 -0.0850138589739799 -0.241409718990326 -0.0532937124371529 0.362847000360489 -0.153776869177818 0.0609311908483505 0.113192051649094 -0.0971500873565674
17 0.00562806101515889 0.776990234851837 -0.0710238367319107 -0.385590612888336 -0.152070418000221 0.540039539337158 -0.218481048941612 -0.00410367548465729 0.0619819425046444 -0.0557124614715576
