V1 V2 V3 V4 V5 V6 V7 V8 V9 V10
1 -0.107968010008335 -0.0307538844645023 0.135555818676949 -0.00244705867953598 -0.000636491749901325 -0.000588568742386997 -0.000151396074215882 -0.000271405646344647 -6.74563052598387e-05 -0.000297708611469716
2 -0.108372531831264 -0.0313252173364162 0.1239158436656 -0.00225717690773308 -0.000591082440223545 -0.000535462633706629 -0.000141140408231877 -0.000252742058364674 -6.42713202978484e-05 -0.000275279220659286
3 -0.109003610908985 -0.0650594979524612 0.1096520870924 -0.002230059588328 -0.000631345727015287 -0.000444091274403036 -0.00015691937005613 -0.000277611747151241 -8.71369484229945e-05 -0.000279954518191516
4 -0.10785023868084 -0.019005311653018 0.134506523609161 -0.00235660769976676 -0.000598083308432251 -0.000593141536228359 -0.000140336385811679 -0.000252665748121217 -5.76076126890257e-05 -0.000284197740256786
5 -0.108218297362328 -0.031184583902359 0.119001053273678 -0.00217447616159916 -0.000570826814509928 -0.000513326493091881 -0.000136487200506963 -0.000244306662352756 -6.26145993010141e-05 -0.000265433569438756
6 -0.112453326582909 -0.0923884212970734 -0.0301401894539595 -7.53629938117228e-05 -0.000146031292388216 0.000209887424716726 -5.14106723130681e-05 -8.30686476547271e-05 -6.54519608360715e-05 -3.04696150124073e-05
7 -0.108848474919796 0.0823105797171593 0.0360587984323502 -8.64232060848735e-05 9.29704910959117e-05 -0.000228558041271754 3.73306611436419e-05 5.85864472668618e-05 5.53902173123788e-05 8.94063850864768e-06
8 -0.110330604016781 0.0399044677615166 -0.0105091100558639 0.000423710298491642 0.000158056354848668 1.57970152940834e-05 4.39117138739675e-05 7.52579944673926e-05 3.5623354051495e-05 5.96119789406657e-05
9 -0.107288219034672 0.114342279732227 0.0737899914383888 -0.000513716018758714 3.32922354573384e-05 -0.000424725061748177 2.99749899568269e-05 4.17153642047197e-05 6.95269991410896e-05 -3.43829742632806e-05
10 -0.110132560133934 0.0685865208506584 -0.0180036928504705 0.000727504200767726 0.000271416007308289 2.68676521955058e-05 7.54174252506346e-05 0.000129265914438292 6.12237490713596e-05 0.000102353631518781
11 -0.109207175672054 0.106125645339489 -0.00813634507358074 0.000797326909378171 0.000340444006724283 -4.76330278615933e-05 9.8515854915604e-05 0.00016699472325854 8.85527770151384e-05 0.000119426927994937
12 -0.10690263658762 0.130868449807167 0.0832672640681267 -0.000568552291952074 4.30062755185645e-05 -0.000480727583635598 3.54171424987726e-05 4.97314322274178e-05 7.99469344201498e-05 -3.70070920325816e-05
13 -0.107640847563744 0.104355007410049 0.0806248933076859 -0.000690205488353968 -2.31033100135392e-05 -0.000447664235252887 1.51270578498952e-05 1.58313469000859e-05 5.92827091168147e-05 -5.76150487177074e-05
14 -0.109599865972996 -0.0361698418855667 0.0626628324389458 -0.00126809522043914 -0.000357916578650475 -0.00025459736934863 -8.88178328750655e-05 -0.000157187721924856 -4.8984798922902e-05 -0.000159012211952358
15 -0.112458847463131 -0.0847337245941162 -0.0358856283128262 6.79955628584139e-05 -0.000100644450867549 0.000229780009249225 -3.95480965380557e-05 -6.23888627160341e-05 -5.74456316826399e-05 -1.16624869406223e-05
16 -0.113699406385422 -0.00311333569698036 -0.138590663671494 0.00228596478700638 0.000550556520465761 0.000629298156127334 0.000125162827316672 0.000227520329644904 4.09225031035021e-05 0.000270694377832115
17 -0.112061262130737 0.0171873308718204 -0.0822549909353256 0.0014759044861421 0.000381802121410146 0.000358339806552976 9.05930355656892e-05 0.000162551732501015 3.97149597120006e-05 0.000179201364517212
18 -0.11327039450407 0.0165448244661093 -0.139412432909012 0.00242223800159991 0.000610854185651988 0.000617366866208613 0.000142780976602808 0.000257308798609301 5.71130804019049e-05 0.000291464210022241
19 -0.108470618724823 0.082329660654068 0.0427304245531559 -0.000196757944650017 6.59085781080648e-05 -0.000258776650298387 3.1168274290394e-05 4.74507396575063e-05 5.33208476554137e-05 -4.21667937189341e-06
20 -0.112139359116554 0.0412683822214603 -0.100802183151245 0.00193512695841491 0.000526310235727578 0.000423022254835814 0.000128325278637931 0.000228410732233897 6.50566507829353e-05 0.000239291635807604
21 -0.112619772553444 0.0306482538580894 -0.121272914111614 0.00220872345380485 0.000578426581341773 0.00052409793715924 0.000138133153086528 0.000247329036938027 6.2859064200893e-05 0.000269377662334591
22 -0.10884653031826 0.0715470314025879 0.0131920501589775 0.000226970703806728 0.000154038265463896 -0.000116590250399895 4.91842765768524e-05 8.13145015854388e-05 5.38392741873395e-05 4.36201808042824e-05
23 -0.111617065966129 -0.0188888218253851 -0.0276093557476997 0.000342131446814165 5.64612855669111e-05 0.000139889001729898 9.2370555648813e-06 1.89297406905098e-05 -6.658610800514e-06 3.61266429536045e-05
24 -0.106759175658226 0.0356374904513359 0.156992435455322 -0.00238903984427452 -0.000530713296029717 -0.000738368951715529 -0.000114249080070294 -0.000211334656341933 -2.03613890334964e-05 -0.000275378697551787
25 -0.112255461513996 -0.123401686549187 0.000579194806050509 -0.00077958288602531 -0.000360052072210237 9.56309013417922e-05 -0.00010635178477969 -0.000179320137249306 -0.000100220007880125 -0.000121348828542978
26 -0.109999656677246 0.0861499607563019 -0.0381906144320965 0.00117270485498011 0.000403896061470732 0.000104180704511236 0.000109106651507318 0.000188442500075325 8.17878535599448e-05 0.000159331189934164
27 -0.111942425370216 0.0528668686747551 -0.100520178675652 0.00200250674970448 0.000558897911105305 0.000412539287935942 0.000138026953209192 0.000244699913309887 7.43648924981244e-05 0.000250026467256248
28 -0.11066397279501 -0.0637264177203178 0.0355917140841484 -0.00099004409275949 -0.000328353344229981 -0.000110205357486848 -8.74598772497848e-05 -0.000151702290168032 -6.28347916062921e-05 -0.000132385001052171
29 -0.109311319887638 0.0189713798463345 0.0404434911906719 -0.000554885249584913 -0.000108236534288153 -0.000197958506760187 -2.10144880838925e-05 -4.03013873437885e-05 2.67271661869017e-06 -6.14162418060005e-05
30 -0.111767940223217 -0.0855298563838005 0.00122209545224905 -0.000554821046534926 -0.000252620026003569 6.26066757831722e-05 -7.44307035347447e-05 -0.000125674268929288 -6.9735455326736e-05 -8.57409322634339e-05
31 -0.108889028429985 0.0711789354681969 0.043198224157095 -0.00027433069772087 3.17860722134355e-05 -0.000251999881584197 2.11878159461776e-05 3.05518915411085e-05 4.41331249021459e-05 -1.59986666403711e-05
32 -0.108286514878273 0.0236447956413031 0.0852251499891281 -0.00126958987675607 -0.000275834376225248 -0.000404268590500578 -5.83596774959005e-05 -0.000108505810203496 -7.56950430513825e-06 -0.000145304831676185
33 -0.110625684261322 -0.0870678722858429 0.0586570501327515 -0.00151912856381387 -0.000489225436467677 -0.000195962711586617 -0.000128761879750527 -0.000224043178604916 -8.89843140612356e-05 -0.000200671318452805
34 -0.113822497427464 -0.138166189193726 -0.0620625130832195 0.000169972583535127 -0.000149782048538327 0.000390698347473517 -6.12200601608492e-05 -9.57867887336761e-05 -9.25457861740142e-05 -1.20024778880179e-05
35 -0.113065995275974 -0.109427481889725 -0.0515904389321804 0.000174725151737221 -0.000108670341433026 0.00032048361026682 -4.62188982055523e-05 -7.17920192983001e-05 -7.25414356566034e-05 -4.69706719741225e-06
36 -0.10976804047823 -0.0535193718969822 0.0756787806749344 -0.00159283541142941 -0.000460714451037347 -0.000299630308290944 -0.000115691989776678 -0.000204052339540794 -6.71285015414469e-05 -0.000201613293029368
37 -0.110806711018085 -0.0956024751067162 0.0369852036237717 -0.00121173809748143 -0.000426466198405251 -9.11425813683309e-05 -0.000116092516691424 -0.000200097070774063 -8.91042582225055e-05 -0.000166177924256772
38 -0.109637312591076 -0.0688018724322319 0.0929218456149101 -0.00197527464479208 -0.000574610137846321 -0.000365467858500779 -0.000144698089570738 -0.000255013263085857 -8.49257048685104e-05 -0.000250564306043088
39 -0.108564749360085 0.0846042260527611 0.0382391363382339 -0.000108080181234982 9.0708774223458e-05 -0.000240265930187888 3.72718423022889e-05 5.82538486924022e-05 5.65690243092831e-05 6.87007559463382e-06
40 -0.111354038119316 -0.122428648173809 0.0330571047961712 -0.00131393864285201 -0.000488311459776014 -5.20277426403482e-05 -0.000135464666527696 -0.00023228776990436 -0.000109617991256528 -0.00018455064855516
41 -0.111924313008785 -0.112146310508251 0.007703329436481 -0.000828044256195426 -0.000356128526618704 5.44608519703615e-05 -0.000103264421341009 -0.000174981978489086 -9.3331778771244e-05 -0.000124455837067217
42 -0.107024073600769 0.111877702176571 0.0706098899245262 -0.000476626999443397 3.91433895856608e-05 -0.000408342166338116 3.08169328491203e-05 4.34752728324383e-05 6.8521432694979e-05 -3.05037829093635e-05
43 -0.11195182800293 0.0167328603565693 -0.0801240503787994 0.00143708498217165 0.000372026494005695 0.000349082925822586 8.82589665707201e-05 0.00015832154895179 3.86720821552444e-05 0.000174546032212675
44 -0.112544141709805 -0.0149030964821577 -0.0998916998505592 0.00156879634596407 0.000360083678970113 0.000463657837826759 7.935258327052e-05 0.000145696132676676 1.92316929314984e-05 0.000182775955181569
45 -0.10955972969532 0.0491826459765434 0.00509083503857255 0.00022244724095799 0.000121858043712564 -6.2153980252333e-05 3.74662558897398e-05 6.25551037956029e-05 3.825554085779e-05 3.78387048840523e-05
46 -0.114611893892288 -0.117773644626141 -0.121906295418739 0.00129240995738655 0.000151064057718031 0.000645136344246566 1.14812228275696e-05 3.38729878421873e-05 -5.72536700929049e-05 0.000126060796901584
47 -0.113767437636852 -0.17897641658783 -0.0315931662917137 -0.000591534830164164 -0.000391077424865216 0.000285398593405262 -0.000124313708511181 -0.000205783027922735 -0.00013518136984203 -0.000111936358734965
48 -0.109096772968769 0.0689224228262901 0.0191818755120039 0.000110181856143754 0.00012248738494236 -0.000141548764077015 4.1441813664278e-05 6.74839538987726e-05 4.9823855079012e-05 2.92271142825484e-05
49 -0.108421668410301 0.0943090543150902 0.0319497920572758 5.60459411644842e-05 0.000144579273182899 -0.000219482535612769 5.14454986841884e-05 8.28000775072724e-05 6.63950340822339e-05 2.87384609691799e-05
50 -0.109110273420811 0.022582083940506 0.0514246076345444 -0.000714227149728686 -0.000142345874337479 -0.000250534212682396 -2.80809854302788e-05 -5.34603350388352e-05 2.16526223084657e-06 -7.95854721218348e-05
51 -0.10820472240448 0.0883469805121422 0.0455041229724884 -0.000206356155104004 7.24726560292765e-05 -0.000276054081041366 3.3816228096839e-05 5.1493028877303e-05 5.73157194594387e-05 -3.83856240659952e-06
52 -0.109375648200512 0.0229780040681362 0.0157753992825747 -0.000119467513286509 2.98972054224578e-06 -8.95963457878679e-05 5.17244279762963e-06 6.79076538290246e-06 1.365643038298e-05 -8.79343133419752e-06
53 -0.110930919647217 -0.0125216096639633 -0.0270837806165218 0.000372946669813246 7.28625818737783e-05 0.000132468223455362 1.42232402140507e-05 2.72494780801935e-05 -1.66467702911177e-06 4.12919325754046e-05
54 -0.11173440515995 0.0106040900573134 -0.0856262072920799 0.00148978119250387 0.000376656331354752 0.000378868484403938 8.81028536241502e-05 0.000158667360665277 3.5422566725174e-05 0.000179435941390693
55 -0.110270336270332 0.0414816066622734 -0.0151699194684625 0.000510593061335385 0.000181625451659784 3.56497876055073e-05 4.95927524752915e-05 8.53407254908234e-05 3.83576079912018e-05 7.03546102158725e-05
56 -0.1082823574543 0.0582192540168762 0.0532202646136284 -0.000521856709383428 -4.62685420643538e-05 -0.000287005736026913 8.27647681944654e-07 -4.95792846777476e-06 3.04866298392881e-05 -4.84191114082932e-05
